dataset,time_h,innovation_v,soc_estimated,voltage_predicted_v,voltage_measured_v
sensor_drift,0.0,0.16885579885746438,0.8956842555140059,29.414825630336267,29.58368142919373
sensor_drift,0.0166666666666666,0.006611804813005051,0.9001779821505504,29.597386007283063,29.60399781209607
sensor_drift,0.0333333333333333,0.00017129498253609654,0.9038139684125915,29.61519721304419,29.615368508026727
sensor_drift,0.05,0.01834841834895684,0.9086214405644887,29.629626531746855,29.64797495009581
sensor_drift,0.0666666666666666,-0.0003156169934541708,0.9121658577265787,29.648732973654997,29.648417356661543
sensor_drift,0.0833333333333333,0.040418632788572495,0.9176740842388735,29.662922953680525,29.703341586469097
sensor_drift,0.1,0.01839236066554406,0.9220149536154594,29.684866501342007,29.70325886200755
sensor_drift,0.1166666666666666,0.05795247016456173,0.9279093457169006,29.702327262084808,29.76027973224937
sensor_drift,0.1333333333333333,0.027564579095354702,0.9325264297370636,29.725932099256845,29.7534966783522
sensor_drift,0.15,0.014505723384480973,0.9366457386268741,29.744483872389004,29.758989595773485
sensor_drift,0.1666666666666666,-0.02237553764900113,0.9395009224013959,29.761131203636655,29.738755665987654
sensor_drift,0.1833333333333333,0.01403444993165337,0.9436564145077958,29.772715462554533,29.786749912486187
sensor_drift,0.2,-0.031152799309385415,0.9463530454167888,29.78956680631834,29.758414007008955
sensor_drift,0.2166666666666666,-0.0032912951982098093,0.950067121127551,29.800700619626767,29.797409324428557
sensor_drift,0.2333333333333333,-0.04005135234879731,0.9526419332609684,29.81576376088706,29.77571240853826
sensor_drift,0.25,0.013913553143186874,0.9570390687836386,29.826367696817574,29.84028124996076
sensor_drift,0.2666666666666666,-0.021056347677333775,0.9603914238677975,29.844253510266864,29.82319716258953
sensor_drift,0.2833333333333333,0.034665355364495554,0.9655581659970656,29.857831456447112,29.892496811811608
sensor_drift,0.3,-0.007366095881344847,0.969481678185502,29.878858078704248,29.871491982822903
sensor_drift,0.3166666666666666,-0.00855792001004474,0.9734119982195049,29.894726634531764,29.88616871452172
