time_s,time_h,battery_temp_c,electronics_temp_c,battery_soc_percent,in_sunlight
2160.0,0.6,22.79186149597829,24.7446341657689,100.0,1
2220.0,0.6166666666666667,22.807460316950515,24.763666136233486,100.0,1
2280.0,0.6333333333333333,22.82281137654875,24.782545850934355,100.0,1
2340.0,0.65,22.83803360505992,24.80118759715947,100.0,1
2400.0,0.6666666666666666,22.853240237621186,24.819510147189764,100.0,1
2460.0,0.6833333333333333,22.8685348187575,24.8374403556632,100.0,1
2520.0,0.7,22.884007332981238,24.85491640332248,100.0,1
2580.0,0.7166666666666667,22.89973051389178,24.87189054538205,100.0,1
2640.0,0.7333333333333333,22.91575646163588,24.88833124440063,100.0,1
2700.0,0.75,22.932113774717916,24.904224594445424,100.0,1
2760.0,0.7666666666666667,22.948805457649343,24.919574974308226,100.0,1
2820.0,0.7833333333333333,22.96580788449165,24.93440490122761,100.0,1
2880.0,0.8,22.983071069835393,24.9487540915132,100.0,1
2940.0,0.8166666666666667,23.000520421268742,24.962677769130142,100.0,1
3000.0,0.8333333333333334,23.01806002789448,24.976244296169533,100.0,1
3060.0,0.85,23.035577392868106,24.989532228767587,100.0,1
3120.0,0.8666666666666667,23.05294936475964,25.00262692714671,100.0,1
3180.0,0.8833333333333333,23.070048885526933,25.0156168679388,100.0,1
3240.0,0.9,23.086752073192187,25.0285898199627,100.0,1
3300.0,0.9166666666666666,23.102945110933312,25.04162905059543,100.0,1
3360.0,0.9333333333333333,23.114984150934,25.03880972853971,99.50128407218682,0
3420.0,0.95,23.127617367576732,25.03632368020681,98.99794434755268,0
3480.0,0.9666666666666667,23.140953629501126,25.034219617479003,98.48921627145373,0
3540.0,0.9833333333333333,23.15507240127692,25.032530037157535,97.9745707860614,0
3600.0,1.0,23.170019310339132,25.031269796860276,97.45373745272806,0
3660.0,1.0166666666666666,23.185802851826487,25.03043546186703,96.92671627145373,0
3720.0,1.0333333333333334,23.20239258854615,25.030005451458244,96.39377768088599,0
3780.0,1.05,23.2197191602718,25.029940978351163,95.85545073885348,0
3840.0,1.0666666666666667,23.237676319834975,25.030187740175307,95.31249999999997,0
3900.0,1.0833333333333333,23.256125070129446,25.030678289061473,94.76589210107781,0
3960.0,1.1,23.27489980175959,25.031334975781572,94.21675351428333,0
4020.0,1.1166666666666667,23.293816147332176,25.032073339766058,93.6663213150164,0
4080.0,1.1333333333333333,23.312680099841877,25.032805796838666,93.11588911574948,0
4140.0,1.15,23.33129781268271,25.033445463496548,92.56675052895498,0
4200.0,1.1666666666666667,23.349485426102113,25.033909950596144,92.02014263003282,0
4260.0,1.1833333333333333,23.367078260040326,25.03412496064233,91.47719189117932,0
4320.0,1.2,23.383938777177633,25.034027531461778,90.9388649491468,0
4380.0,1.2166666666666666,23.39996284363268,25.033568784496236,90.40592635857907,0
4440.0,1.2333333333333334,23.41508398060992,25.032716057601903,89.87890517730473,0
4500.0,1.25,23.429275485228114,25.031454329141088,89.3580718439714,0
4560.0,1.2666666666666666,23.442550477739275,25.029786871126323,88.84342635857907,0
4620.0,1.2833333333333334,23.454960082509412,25.027735102871162,88.33469828248013,0
4680.0,1.3,23.466590054432928,25.02533765154361,87.83135855784599,0
4740.0,1.3166666666666667,23.477556212258428,25.022648660680304,87.33264263003281,0
4800.0,1.3333333333333333,23.487999036501098,25.019735420587292,86.8375838622883,0
4860.0,1.35,23.498077742051827,25.01667542419,86.34505578241614,0
4920.0,1.3666666666666667,23.5079640609592,25.013552977005745,85.85382131501638,0
4980.0,1.3833333333333333,23.517835889419135,25.010455509398962,85.36258684761663,0
5040.0,1.4,23.527870884742057,25.00746975229118,84.87005876774447,0
5100.0,1.4166666666666667,23.538240058954155,25.004677943465282,84.37499999999994,0
5160.0,1.4333333333333333,23.549101414743138,25.002154230266605,83.87628407218678,0
5220.0,1.45,23.56059370707966,24.99996142591989,83.37294434755262,0
5280.0,1.4666666666666666,23.57283048174238,24.998148261226376,82.86421627145369,0
5340.0,1.4833333333333334,23.585894624674026,24.99674725175493,82.34957078606136,0
5400.0,1.5,23.599114781665207,25.01177327374089,82.72159459558517,1
5460.0,1.5166666666666666,23.611788686623527,25.027094910932597,83.08929903414327,1
